Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,95.2300033569336,96.44999694824219,95.2300033569336,96.25,90.37053680419922,253500,2020-01-02
2020-01-03,95.37000274658203,96.9000015258789,95.37000274658203,96.66000366210938,90.75550079345703,275100,2020-01-03
2020-01-06,96.33000183105469,97.37000274658203,96.19999694824219,97.19000244140625,91.25312805175781,251500,2020-01-06
2020-01-07,97.52999877929688,97.83999633789062,97.12000274658203,97.5999984741211,91.63807678222656,291600,2020-01-07
2020-01-08,97.80000305175781,98.05000305175781,97.02999877929688,97.58000183105469,91.61929321289062,227100,2020-01-08
2020-01-09,97.66999816894531,97.72000122070312,96.77999877929688,96.91000366210938,90.990234375,482000,2020-01-09
2020-01-10,97.0,97.63999938964844,96.30999755859375,96.5,90.60527801513672,305400,2020-01-10
2020-01-13,96.5,96.61000061035156,95.4000015258789,96.31999969482422,90.43626403808594,289600,2020-01-13
2020-01-14,96.18000030517578,96.18000030517578,93.44000244140625,94.72000122070312,88.93400573730469,1065300,2020-01-14
2020-01-15,94.69000244140625,94.77999877929688,93.69000244140625,94.0199966430664,88.27676391601562,649700,2020-01-15
2020-01-16,94.16000366210938,94.68000030517578,93.6500015258789,94.62000274658203,88.84011840820312,583100,2020-01-16
2020-01-17,94.98999786376953,95.1500015258789,94.38999938964844,94.52999877929688,88.755615234375,1074200,2020-01-17
2020-01-21,94.47000122070312,95.13999938964844,92.87999725341797,93.11000061035156,87.42236328125,762600,2020-01-21
2020-01-22,93.5199966430664,94.0,93.01000213623047,93.87999725341797,88.14532470703125,680100,2020-01-22
2020-01-23,93.51000213623047,94.19000244140625,92.55999755859375,93.87000274658203,88.13592529296875,671800,2020-01-23
2020-01-24,94.0,94.1500015258789,93.12000274658203,93.62000274658203,87.90119934082031,300800,2020-01-24
2020-01-27,92.33999633789062,92.56999969482422,90.77999877929688,91.04000091552734,85.47879791259766,320300,2020-01-27
2020-01-28,91.1500015258789,92.9000015258789,91.1500015258789,92.66000366210938,86.99983978271484,407300,2020-01-28
2020-01-29,93.05999755859375,94.2699966430664,92.30000305175781,93.12999725341797,87.4411392211914,466300,2020-01-29
2020-01-30,92.45999908447266,93.38999938964844,91.63999938964844,92.2300033569336,86.59610748291016,364700,2020-01-30
2020-01-31,92.08999633789062,92.08999633789062,89.87000274658203,90.16999816894531,84.66194915771484,396900,2020-01-31
2020-02-03,90.5,91.5999984741211,90.5,91.33999633789062,85.7604751586914,236700,2020-02-03
2020-02-04,92.11000061035156,93.9000015258789,92.11000061035156,93.2300033569336,87.53502655029297,794700,2020-02-04
2020-02-05,93.98999786376953,94.48999786376953,93.70999908447266,94.18000030517578,88.42698669433594,521600,2020-02-05
2020-02-06,94.5,94.73999786376953,94.0999984741211,94.30000305175781,88.53965759277344,201300,2020-02-06
2020-02-07,93.87000274658203,94.19999694824219,92.83000183105469,93.91000366210938,88.1734848022461,287600,2020-02-07
2020-02-10,94.06999969482422,94.58000183105469,93.63999938964844,94.37999725341797,88.61477661132812,217000,2020-02-10
2020-02-11,94.66999816894531,95.88999938964844,94.33999633789062,95.75,89.90108489990234,335100,2020-02-11
2020-02-12,96.06999969482422,96.41999816894531,95.3499984741211,95.63999938964844,89.79779815673828,358100,2020-02-12
2020-02-13,95.0199966430664,95.63999938964844,95.0199966430664,95.30999755859375,89.48796844482422,210600,2020-02-13
2020-02-14,95.73999786376953,95.79000091552734,94.94999694824219,95.26000213623047,89.4410171508789,163000,2020-02-14
2020-02-18,95.37999725341797,96.7300033569336,94.95999908447266,95.02999877929688,89.22506713867188,417400,2020-02-18
2020-02-19,95.55999755859375,96.2300033569336,94.6500015258789,95.04000091552734,89.23445892333984,382600,2020-02-19
2020-02-20,94.7699966430664,95.2699966430664,93.98999786376953,94.33000183105469,88.56783294677734,343300,2020-02-20
2020-02-21,93.98999786376953,93.98999786376953,90.68000030517578,91.4800033569336,85.89192199707031,745900,2020-02-21
2020-02-24,89.4800033569336,89.4800033569336,87.12000274658203,88.20999908447266,82.8216781616211,761700,2020-02-24
