Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,26.899999618530273,27.09000015258789,26.489999771118164,26.899999618530273,26.899999618530273,551100,2020-01-02
2020-01-03,26.3799991607666,26.540000915527344,25.34000015258789,25.899999618530273,25.899999618530273,757900,2020-01-03
2020-01-06,25.559999465942383,25.920000076293945,24.760000228881836,25.8700008392334,25.8700008392334,534800,2020-01-06
2020-01-07,25.790000915527344,27.149999618530273,25.790000915527344,26.979999542236328,26.979999542236328,1168500,2020-01-07
2020-01-08,29.18000030517578,29.559999465942383,27.1299991607666,28.979999542236328,28.979999542236328,1647900,2020-01-08
2020-01-09,29.18000030517578,29.5,28.190000534057617,28.280000686645508,28.280000686645508,437500,2020-01-09
2020-01-10,28.399999618530273,28.479999542236328,27.440000534057617,27.530000686645508,27.530000686645508,489700,2020-01-10
2020-01-13,27.610000610351562,27.790000915527344,26.68000030517578,27.510000228881836,27.510000228881836,585700,2020-01-13
2020-01-14,27.350000381469727,28.450000762939453,27.350000381469727,27.799999237060547,27.799999237060547,533200,2020-01-14
2020-01-15,27.690000534057617,28.299999237060547,27.239999771118164,27.510000228881836,27.510000228881836,478600,2020-01-15
2020-01-16,27.809999465942383,28.719999313354492,27.610000610351562,27.899999618530273,27.899999618530273,408100,2020-01-16
2020-01-17,28.049999237060547,28.219999313354492,26.709999084472656,27.149999618530273,27.149999618530273,634400,2020-01-17
2020-01-21,26.90999984741211,26.950000762939453,25.479999542236328,25.510000228881836,25.510000228881836,843800,2020-01-21
2020-01-22,25.670000076293945,26.15999984741211,25.510000228881836,26.06999969482422,26.06999969482422,826800,2020-01-22
2020-01-23,25.639999389648438,26.600000381469727,25.309999465942383,26.270000457763672,26.270000457763672,856300,2020-01-23
2020-01-24,26.299999237060547,26.5,25.31999969482422,25.729999542236328,25.729999542236328,612800,2020-01-24
2020-01-27,25.030000686645508,25.979999542236328,24.719999313354492,25.3700008392334,25.3700008392334,524400,2020-01-27
2020-01-28,25.56999969482422,25.770000457763672,25.170000076293945,25.239999771118164,25.239999771118164,348100,2020-01-28
2020-01-29,25.389999389648438,25.81999969482422,25.1200008392334,25.450000762939453,25.450000762939453,401300,2020-01-29
2020-01-30,25.149999618530273,25.739999771118164,24.93000030517578,25.649999618530273,25.649999618530273,333200,2020-01-30
2020-01-31,25.3700008392334,25.43000030517578,24.559999465942383,24.84000015258789,24.84000015258789,571900,2020-01-31
2020-02-03,24.950000762939453,27.09000015258789,24.579999923706055,26.8700008392334,26.8700008392334,1588900,2020-02-03
2020-02-04,27.90999984741211,28.489999771118164,25.65999984741211,26.399999618530273,26.399999618530273,1579000,2020-02-04
2020-02-05,27.06999969482422,28.1200008392334,26.610000610351562,27.8799991607666,27.8799991607666,545500,2020-02-05
2020-02-06,28.059999465942383,29.0,27.889999389648438,28.8799991607666,28.8799991607666,641000,2020-02-06
2020-02-07,28.59000015258789,28.68000030517578,27.579999923706055,28.06999969482422,28.06999969482422,855300,2020-02-07
2020-02-10,27.940000534057617,28.31999969482422,27.170000076293945,27.649999618530273,27.649999618530273,291600,2020-02-10
2020-02-11,27.8799991607666,29.200000762939453,27.709999084472656,28.579999923706055,28.579999923706055,627400,2020-02-11
2020-02-12,28.850000381469727,30.450000762939453,28.770000457763672,30.239999771118164,30.239999771118164,827100,2020-02-12
2020-02-13,29.8700008392334,30.110000610351562,28.799999237060547,29.209999084472656,29.209999084472656,603700,2020-02-13
2020-02-14,29.239999771118164,29.239999771118164,28.209999084472656,28.81999969482422,28.81999969482422,570800,2020-02-14
2020-02-18,28.790000915527344,29.43000030517578,28.229999542236328,29.389999389648438,29.389999389648438,1314700,2020-02-18
2020-02-19,26.149999618530273,26.68000030517578,23.290000915527344,24.100000381469727,24.100000381469727,5504000,2020-02-19
2020-02-20,24.110000610351562,24.690000534057617,22.700000762939453,23.719999313354492,23.719999313354492,2193100,2020-02-20
2020-02-21,23.5,24.18000030517578,23.149999618530273,23.75,23.75,1291900,2020-02-21
2020-02-24,22.489999771118164,23.15999984741211,22.06999969482422,22.81999969482422,22.81999969482422,2044200,2020-02-24
2020-02-25,22.790000915527344,22.850000381469727,20.700000762939453,20.8799991607666,20.8799991607666,1992600,2020-02-25
2020-02-26,21.1299991607666,21.31999969482422,18.59000015258789,19.290000915527344,19.290000915527344,2453500,2020-02-26
2020-02-27,18.6299991607666,20.110000610351562,17.920000076293945,18.950000762939453,18.950000762939453,1753600,2020-02-27
2020-02-28,18.280000686645508,18.549999237060547,17.760000228881836,18.239999771118164,18.239999771118164,2162300,2020-02-28
2020-03-02,18.239999771118164,18.239999771118164,16.65999984741211,17.770000457763672,17.770000457763672,1927500,2020-03-02
2020-03-03,17.31999969482422,18.31999969482422,17.030000686645508,17.260000228881836,17.260000228881836,2231100,2020-03-03
2020-03-04,17.549999237060547,17.799999237060547,17.1299991607666,17.479999542236328,17.479999542236328,1226900,2020-03-04
2020-03-05,16.81999969482422,16.90999984741211,15.59000015258789,15.699999809265137,15.699999809265137,1774100,2020-03-05
2020-03-06,15.0,15.579999923706055,13.920000076293945,14.300000190734863,14.300000190734863,2067700,2020-03-06
2020-03-09,11.859999656677246,12.220000267028809,10.880000114440918,11.079999923706055,11.079999923706055,2980700,2020-03-09
2020-03-10,11.829999923706055,12.029999732971191,9.899999618530273,11.75,11.75,2247500,2020-03-10
2020-03-11,11.59000015258789,11.710000038146973,10.5,11.020000457763672,11.020000457763672,1970800,2020-03-11
2020-03-12,9.670000076293945,9.670000076293945,8.020000457763672,8.149999618530273,8.149999618530273,2550100,2020-03-12
2020-03-13,9.300000190734863,9.699999809265137,7.5,8.729999542236328,8.729999542236328,2514500,2020-03-13
2020-03-16,7.440000057220459,7.75,5.5,7.019999980926514,7.019999980926514,3746700,2020-03-16
2020-03-17,7.170000076293945,7.800000190734863,5.760000228881836,5.900000095367432,5.900000095367432,2346500,2020-03-17
2020-03-18,5.75,5.769999980926514,3.759999990463257,4.090000152587891,4.090000152587891,2724300,2020-03-18
2020-03-19,4.019999980926514,4.940000057220459,3.869999885559082,4.710000038146973,4.710000038146973,2919100,2020-03-19
