Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,6.199999809265137,6.440000057220459,5.829999923706055,5.840000152587891,5.840000152587891,176800,2020-01-02
2020-01-03,5.809999942779541,5.820000171661377,5.5,5.539999961853027,5.539999961853027,137900,2020-01-03
2020-01-06,5.420000076293945,5.929999828338623,5.420000076293945,5.829999923706055,5.829999923706055,131300,2020-01-06
2020-01-07,5.909999847412109,6.019999980926514,5.730000019073486,5.78000020980835,5.78000020980835,64100,2020-01-07
2020-01-08,6.0,6.079999923706055,5.670000076293945,5.71999979019165,5.71999979019165,60700,2020-01-08
2020-01-09,5.800000190734863,5.920000076293945,5.730000019073486,5.829999923706055,5.829999923706055,71500,2020-01-09
2020-01-10,5.840000152587891,5.989999771118164,5.78000020980835,5.989999771118164,5.989999771118164,29600,2020-01-10
2020-01-13,6.010000228881836,6.010000228881836,5.699999809265137,5.730000019073486,5.730000019073486,71700,2020-01-13
2020-01-14,5.699999809265137,5.730000019073486,5.5,5.690000057220459,5.690000057220459,61100,2020-01-14
2020-01-15,5.639999866485596,5.739999771118164,5.409999847412109,5.420000076293945,5.420000076293945,42700,2020-01-15
2020-01-16,5.289999961853027,5.650000095367432,5.289999961853027,5.570000171661377,5.570000171661377,72400,2020-01-16
2020-01-17,5.659999847412109,6.019999980926514,5.659999847412109,5.860000133514404,5.860000133514404,116300,2020-01-17
2020-01-21,5.900000095367432,5.929999828338623,5.579999923706055,5.630000114440918,5.630000114440918,37000,2020-01-21
2020-01-22,5.590000152587891,5.730000019073486,5.489999771118164,5.690000057220459,5.690000057220459,53500,2020-01-22
2020-01-23,5.630000114440918,5.639999866485596,5.46999979019165,5.559999942779541,5.559999942779541,38100,2020-01-23
2020-01-24,5.510000228881836,5.619999885559082,5.289999961853027,5.420000076293945,5.420000076293945,49000,2020-01-24
2020-01-27,5.159999847412109,5.400000095367432,5.039999961853027,5.349999904632568,5.349999904632568,101600,2020-01-27
2020-01-28,5.449999809265137,5.619999885559082,5.300000190734863,5.360000133514404,5.360000133514404,55700,2020-01-28
2020-01-29,5.309999942779541,5.760000228881836,5.309999942779541,5.349999904632568,5.349999904632568,68900,2020-01-29
2020-01-30,5.349999904632568,5.480000019073486,5.269999980926514,5.400000095367432,5.400000095367432,24500,2020-01-30
