Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,85.79000091552734,87.81999969482422,85.6500015258789,87.80999755859375,87.21294403076172,998000,2020-01-02
2020-01-03,86.55999755859375,88.37000274658203,86.54000091552734,88.30000305175781,87.69961547851562,1079100,2020-01-03
2020-01-06,87.80000305175781,88.33000183105469,86.02999877929688,88.33000183105469,87.72940826416016,1061800,2020-01-06
2020-01-07,89.22000122070312,89.45999908447266,88.6500015258789,89.05000305175781,88.44451904296875,1433100,2020-01-07
2020-01-08,89.26000213623047,90.47000122070312,89.25,90.0199966430664,89.40792083740234,799300,2020-01-08
2020-01-09,90.52999877929688,91.70500183105469,90.52999877929688,91.25,90.62955474853516,1635900,2020-01-09
2020-01-10,91.5,91.9800033569336,90.62000274658203,91.0199966430664,90.401123046875,999100,2020-01-10
2020-01-13,90.97000122070312,91.88999938964844,90.572998046875,91.18000030517578,90.56002807617188,1038000,2020-01-13
2020-01-14,91.0999984741211,91.27999877929688,90.41999816894531,90.58999633789062,89.97402954101562,718100,2020-01-14
2020-01-15,90.62999725341797,92.04000091552734,90.58999633789062,91.69000244140625,91.06656646728516,1014500,2020-01-15
2020-01-16,92.12999725341797,92.66000366210938,91.58999633789062,92.55999755859375,91.93064880371094,651600,2020-01-16
2020-01-17,92.55999755859375,93.0999984741211,92.13999938964844,92.8499984741211,92.21867370605469,968600,2020-01-17
2020-01-21,92.51000213623047,93.61000061035156,92.19000244140625,93.45999908447266,92.82452392578125,825600,2020-01-21
2020-01-22,93.55999755859375,94.67500305175781,93.55999755859375,93.88999938964844,93.25160217285156,969600,2020-01-22
2020-01-23,93.30000305175781,93.52999877929688,92.48999786376953,93.43000030517578,92.79473114013672,994000,2020-01-23
2020-01-24,93.62999725341797,94.01000213623047,92.36000061035156,92.87999725341797,92.24847412109375,457600,2020-01-24
2020-01-27,91.41999816894531,93.02999877929688,91.16999816894531,92.66999816894531,92.03990173339844,896200,2020-01-27
2020-01-28,93.0,93.55999755859375,92.72000122070312,93.22000122070312,92.5861587524414,828100,2020-01-28
2020-01-29,93.4000015258789,94.16999816894531,93.0,93.7699966430664,93.1324234008789,926300,2020-01-29
2020-01-30,93.19999694824219,93.87999725341797,92.4000015258789,93.30000305175781,92.6656265258789,784500,2020-01-30
2020-01-31,93.18000030517578,93.51000213623047,91.38500213623047,91.69999694824219,91.07649993896484,967000,2020-01-31
2020-02-03,92.12999725341797,93.6449966430664,92.09500122070312,92.72000122070312,92.08956146240234,907300,2020-02-03
2020-02-04,93.7300033569336,95.2699966430664,93.7300033569336,95.25,94.60234832763672,1001200,2020-02-04
2020-02-05,95.80000305175781,96.38999938964844,94.19499969482422,94.81999969482422,94.17528533935547,681100,2020-02-05
2020-02-06,95.02999877929688,95.38899993896484,94.77999877929688,94.95999908447266,94.3143310546875,815800,2020-02-06
2020-02-07,94.80000305175781,95.48999786376953,94.26000213623047,94.93000030517578,94.28453826904297,840200,2020-02-07
2020-02-10,94.83000183105469,95.36000061035156,94.44000244140625,95.36000061035156,94.71161651611328,1506300,2020-02-10
2020-02-11,95.73999786376953,96.1500015258789,94.86000061035156,95.06999969482422,94.42359161376953,1191500,2020-02-11
2020-02-12,95.23999786376953,96.0999984741211,93.66000366210938,94.51000213623047,93.86738586425781,1443800,2020-02-12
2020-02-13,94.30000305175781,97.80000305175781,94.30000305175781,97.0999984741211,96.43978118896484,2208700,2020-02-13
2020-02-14,97.26000213623047,98.25,96.9800033569336,98.12999725341797,97.4627685546875,3066500,2020-02-14
2020-02-18,100.2300033569336,100.37000274658203,96.26000213623047,98.16000366210938,97.49258422851562,2667600,2020-02-18
2020-02-19,98.5,101.16000366210938,98.25,100.30999755859375,99.62794494628906,1676600,2020-02-19
2020-02-20,100.1500015258789,100.6500015258789,97.8499984741211,100.3499984741211,99.66767883300781,2133800,2020-02-20
2020-02-21,100.0,100.0,97.04000091552734,97.4000015258789,96.73773193359375,1655800,2020-02-21
2020-02-24,95.45999908447266,97.83000183105469,94.91000366210938,97.05999755859375,96.40005493164062,1893600,2020-02-24
2020-02-25,97.13999938964844,97.9800033569336,93.94000244140625,94.73999786376953,94.09584045410156,1073500,2020-02-25
2020-02-26,95.69999694824219,97.0199966430664,93.98999786376953,94.1500015258789,93.50984191894531,1081300,2020-02-26
2020-02-27,92.48999786376953,92.7699966430664,90.0999984741211,90.0999984741211,89.48737335205078,1981700,2020-02-27
2020-02-28,88.0,88.91999816894531,86.16999816894531,88.91999816894531,88.31539154052734,2585000,2020-02-28
