Date,Open,High,Low,Close,Adj Close,Volume,Date
2020-01-02,48.380001068115234,48.400001525878906,47.2760009765625,47.33000183105469,42.77559280395508,1004700,2020-01-02
2020-01-03,47.0,47.400001525878906,46.80500030517578,46.849998474121094,42.34178924560547,925800,2020-01-03
2020-01-06,46.66999816894531,47.34000015258789,46.38999938964844,47.290000915527344,42.73944091796875,1559400,2020-01-06
2020-01-07,47.34000015258789,47.845001220703125,47.150001525878906,47.75,43.155181884765625,1183500,2020-01-07
2020-01-08,47.54999923706055,47.90999984741211,47.34000015258789,47.72999954223633,43.13710403442383,1675800,2020-01-08
2020-01-09,47.70000076293945,47.9900016784668,47.09000015258789,47.630001068115234,43.046722412109375,1043200,2020-01-09
2020-01-10,47.56999969482422,47.58000183105469,46.79999923706055,47.209999084472656,42.667144775390625,1279600,2020-01-10
2020-01-13,47.33000183105469,48.02000045776367,47.099998474121094,47.97999954223633,43.36304473876953,1226400,2020-01-13
2020-01-14,47.869998931884766,48.47999954223633,47.81999969482422,48.349998474121094,43.69744110107422,1213900,2020-01-14
2020-01-15,48.25,48.59000015258789,47.70000076293945,47.939998626708984,43.326900482177734,1352900,2020-01-15
2020-01-16,48.060001373291016,48.084999084472656,47.01100158691406,47.11000061035156,42.576759338378906,2245300,2020-01-16
2020-01-17,47.22999954223633,47.27000045776367,46.6349983215332,46.869998931884766,42.359859466552734,2027200,2020-01-17
2020-01-21,46.849998474121094,47.0,46.29999923706055,46.61000061035156,42.124874114990234,1518300,2020-01-21
2020-01-22,46.720001220703125,46.7400016784668,45.81999969482422,45.95000076293945,41.528385162353516,1553800,2020-01-22
2020-01-23,45.709999084472656,45.77000045776367,44.939998626708984,45.349998474121094,40.98612594604492,1498400,2020-01-23
2020-01-24,45.06999969482422,45.220001220703125,44.165000915527344,44.279998779296875,40.01908493041992,1757700,2020-01-24
2020-01-27,43.560001373291016,43.630001068115234,42.79999923706055,42.810001373291016,38.6905403137207,2192000,2020-01-27
2020-01-28,43.040000915527344,43.91999816894531,42.95000076293945,43.86000061035156,39.63949966430664,1355400,2020-01-28
2020-01-29,43.939998626708984,44.130001068115234,43.27000045776367,43.29999923706055,39.13338851928711,1476000,2020-01-29
2020-01-30,43.0,43.459999084472656,42.79499816894531,43.04999923706055,38.907440185546875,2960900,2020-01-30
